C_tot_uM	K_d_uM	theta	f_codon	C_avail_uM	c_free_uM	folding_arm_saturation	P_star	P_dagger	headroom_P	headroom_A	margin_log10	mechanism	collapsed
50.0	1.0	0.0	0.0006334247974475959	50.0	37.558701150173626	0.9740655164678572	0.0011041648112449756	0.027402369283022754	24.817281807890474	274.6521619913062	1.394754212276315	aggregation_death	False
50.0	1.0	0.5	0.0006334247974475959	25.0	18.661065978140606	0.9491380578697101	0.001132292233338432	0.027402369283022754	24.200792406947855	261.23706721276255	1.3838295863246775	aggregation_death	False
50.0	1.0	0.8	0.0006334247974475959	9.999999999999998	7.3229201271805655	0.8798498622215234	0.00121858485700847	0.027402369283022754	22.487042347049524	225.71770800079224	1.3519323377466692	aggregation_death	False
50.0	1.0	0.9	0.0006334247974475959	4.999999999999999	3.5442918463978526	0.7799437109672709	0.0013690634751025725	0.02143211295592856	15.654579459380312	179.08220652024184	1.194641405333726	monomer_runaway	False
50.0	1.0	0.95	0.0006334247974475959	2.500000000000002	1.6564938770017112	0.6235639733042924	0.0016973724537697552	0.016858683964199837	9.932224319275232	116.93440456090016	0.9970465195336833	monomer_runaway	False
50.0	1.0	0.98	0.0006334247974475959	1.0000000000000009	0.5292350015174742	0.34607826854100865	0.0029650659104348944	0.013756762371157565	4.639614358231863	39.12621255280994	0.666481883776389	monomer_runaway	False
50.0	1.0	0.99	0.0006334247974475959	0.5000000000000004	0.1565371298150675	0.13534985239954908	0.00731376789201597	0.01353522978987635	1.85065071652766	7.298779887176357	0.26732445970450974	monomer_runaway	False
50.0	2.0	0.0	0.0006334247974475959	50.0	42.7798464539462	0.9553370509642793	0.0011251643230068657	0.027402369283022754	24.354104305221153	264.5416842535271	1.3865721617274125	aggregation_death	False
50.0	2.0	0.5	0.0006334247974475959	25.0	21.255422709999486	0.9139985531572371	0.0011744696372591693	0.027402369283022754	23.331696634551562	242.89825097288644	1.3679463209725853	aggregation_death	False
50.0	2.0	0.8	0.0006334247974475959	9.999999999999998	8.34162816820191	0.8066068546005615	0.0013253782102313988	0.027402369283022754	20.675131876687903	190.99943484374444	1.3154482883883176	aggregation_death	False
50.0	2.0	0.9	0.0006334247974475959	4.999999999999999	4.038491833475857	0.6687914705932844	0.0015872396696113326	0.022457341104412862	14.148676809414669	133.54873080367045	1.1507158263451256	monomer_runaway	False
50.0	2.0	0.95	0.0006334247974475959	2.500000000000002	1.889715338400989	0.48582355622399515	0.0021530038561801404	0.018291820739536096	8.495953542781594	73.13896924370468	0.9292121289529351	monomer_runaway	False
50.0	2.0	0.98	0.0006334247974475959	1.0000000000000009	0.6079306305089468	0.2331084360132336	0.004299496793604252	0.015952877327319457	3.7104056807415877	19.205597925463593	0.5694213962122056	monomer_runaway	False
50.0	2.0	0.99	0.0006334247974475959	0.5000000000000004									True
80.0	0.06	0.0	0.0006334247974475959	80.0	12.486622038054694	0.9952178363373013	0.0010813713709951181	0.027402369283022754	25.340387232377047	286.2997939222987	1.4038132471535636	aggregation_death	False
80.0	0.06	0.5	0.0006334247974475959	40.0	6.218746109326801	0.9904439518726721	0.001086432965642655	0.027402369283022754	25.222328619983927	283.64983668017584	1.4017851797836216	aggregation_death	False
80.0	0.06	0.8	0.0006334247974475959	15.999999999999996	2.4580367711969004	0.9761719127034509	0.001101851964745756	0.027402369283022754	24.869374616349344	275.8011855628056	1.3956648643176457	aggregation_death	False
80.0	0.06	0.9	0.0006334247974475959	7.999999999999998	1.2044949257873276	0.9525502247763933	0.001128357609272739	0.025122412906007766	22.26458411726397	263.0534797400693	1.347614587306261	monomer_runaway	False
80.0	0.06	0.95	0.0006334247974475959	4.0000000000000036	0.5777799915318685	0.9059236714907168	0.0011846100794853766	0.018536256057352474	15.647558954930616	238.7786476306466	1.194446596509265	monomer_runaway	False
80.0	0.06	0.98	0.0006334247974475959	1.6000000000000014	0.2019644299882384	0.7709612713348378	0.00138443741810692	0.013014368695859693	9.400474536187806	175.1541589387457	0.9731497773492801	monomer_runaway	False
80.0	0.06	0.99	0.0006334247974475959	0.8000000000000007	0.07720970557621232	0.5627131495689031	0.001872278333480588	0.010614833405922878	5.669474039252366	96.32465985368208	0.7535427709836494	monomer_runaway	False
80.0	1.0	0.0	0.0006334247974475959	80.0	60.23601013807531	0.9836697394597527	0.0010936973756296782	0.027402369283022754	25.05480025244304	279.9107131536643	1.3988909447114006	aggregation_death	False
80.0	1.0	0.5	0.0006334247974475959	40.0	29.999620320372383	0.9677415403909699	0.0011111673606567251	0.027402369283022754	24.66088390755766	271.21693015570224	1.392008638735592	aggregation_death	False
80.0	1.0	0.8	0.0006334247974475959	15.999999999999996	11.858054924752329	0.9222277392768827	0.0011643126694698836	0.027402369283022754	23.53523241785144	247.1329346629345	1.371718491458933	aggregation_death	False
80.0	1.0	0.9	0.0006334247974475959	7.999999999999998	5.8113250073439735	0.8531856872309279	0.001255407897447438	0.025922113008322794	20.648359040140665	212.74204616774102	1.31488554325008	monomer_runaway	False
80.0	1.0	0.95	0.0006334247974475959	4.0000000000000036	2.788861047104368	0.7360684417909048	0.0014475908891829305	0.019718749245443513	13.621769377516216	160.3098825533803	1.1342335232142478	monomer_runaway	False
80.0	1.0	0.98	0.0006334247974475959	1.6000000000000014	0.978567972721508	0.4945839547657763	0.002116807568479278	0.014966214908869279	7.070182066488481	75.61991793597774	0.8494305975950881	monomer_runaway	False
80.0	1.0	0.99	0.0006334247974475959	0.8000000000000007	0.3807750377532402	0.27576906254970185	0.0036699268656579464	0.013464576323055526	3.6688949987131663	25.94189534530311	0.5645352827202433	monomer_runaway	False
80.0	2.0	0.0	0.0006334247974475959	80.0	68.60944697574577	0.9716751782422685	0.0011068012279495478	0.027402369283022754	24.758166679836624	273.3511636014818	1.3937184824196163	aggregation_death	False
80.0	2.0	0.5	0.0006334247974475959	40.0	34.170023764231125	0.9447055934207648	0.0011374445773474774	0.027402369283022754	24.091168773185526	258.8869393551675	1.3818578701283586	aggregation_death	False
80.0	2.0	0.8	0.0006334247974475959	15.999999999999996	13.506902859740213	0.8710251803284007	0.0012305298834474295	0.027402369283022754	22.26875564066172	221.3806768807576	1.3476959497016223	aggregation_death	False
80.0	2.0	0.9	0.0006334247974475959	7.999999999999998	6.620097285506675	0.767984057052038	0.0013896097040893272	0.026727388087753715	19.233737364600053	173.86185477700488	1.2840636814884083	monomer_runaway	False
80.0	2.0	0.95	0.0006334247974475959	4.0000000000000036	3.1784217245741457	0.6137819385182515	0.0017232415888967351	0.020863622566106254	12.107195358175924	113.48639754918976	1.0830435501176963	monomer_runaway	False
80.0	2.0	0.98	0.0006334247974475959	1.6000000000000014	1.118897045140549	0.3587476691107408	0.0028665309702319047	0.01672888335943833	5.835933235385539	41.77999471774323	0.7661103148064887	monomer_runaway	False
80.0	2.0	0.99	0.0006334247974475959	0.8000000000000007	0.4377057435177494	0.17955643115732045	0.0055180793923419605	0.015913329975928186	2.8838530300982703	12.07997804764839	0.45997312364664966	monomer_runaway	False
