alpha	R	throughput	eps	accuracy	j	j_crit	j_over_jcrit	on_front
0.36	0.24642857142857139	0.1675714285714286	0.3395955256449391	-0.3395955256449391	0.01991727757907568	0.4445258882626736	0.04480566397812677	False
0.36	0.26654761904761903	0.14745238095238095	0.3395955256449391	-0.3395955256449391	0.017525959085992564	0.4850633369835424	0.036131279669539725	False
0.36	0.2866666666666666	0.12733333333333335	0.3395955256449391	-0.3395955256449391	0.015134640592909454	0.5256107202753384	0.02879439099906724	False
0.36	0.3067857142857143	0.1072142857142857	0.3395955256449391	-0.3395955256449391	0.01274332209982634	0.5661492176490285	0.0225087692476973	False
0.36	0.32690476190476186	0.08709523809523811	0.3395955256449391	-0.3395955256449391	0.010352003606743229	0.6066649443412278	0.01706379065298454	False
0.36	0.34702380952380946	0.06697619047619052	0.3395955256449391	-0.3395955256449391	0.007960685113660118	0.6471477647032196	0.012301186139939569	False
0.36	0.3671428571428571	0.046857142857142875	0.3395955256449391	-0.3395955256449391	0.005569366620577003	0.6875904201676329	0.008099831610829023	False
0.36	0.3872619047619047	0.026738095238095283	0.3395955256449391	-0.3395955256449391	0.0031780481274938936	0.7279878774416804	0.004365523418689742	False
0.36	0.40738095238095234	0.0066190476190476355	0.3395955256449391	-0.3395955256449391	0.0007867296344107775	0.7683368338230746	0.0010239384600321507	False
0.4	0.04523809523809523	0.3647619047619047	0.301194211912202	-0.301194211912202	0.03845246105412445	0.05566063449281908	0.690837634254516	False
0.4	0.06535714285714285	0.3446428571428571	0.301194211912202	-0.301194211912202	0.03633155181190936	0.09020609746883278	0.4027615962930036	False
0.4	0.08547619047619047	0.32452380952380944	0.301194211912202	-0.301194211912202	0.03421064256969427	0.12689615129660622	0.2695955883620973	False
0.4	0.10559523809523809	0.30440476190476184	0.301194211912202	-0.301194211912202	0.032089733327479185	0.16491548047478125	0.1945829053469988	False
0.4	0.1257142857142857	0.28428571428571425	0.301194211912202	-0.301194211912202	0.029968824085264096	0.20380262851831912	0.14704827068788417	False
0.4	0.14583333333333331	0.2641666666666666	0.301194211912202	-0.301194211912202	0.027847914843049004	0.24327266495805228	0.11447202606117232	False
0.4	0.16595238095238093	0.24404761904761899	0.301194211912202	-0.301194211912202	0.025727005600833915	0.28313917646107756	0.09086346129275594	False
0.4	0.18607142857142855	0.22392857142857137	0.301194211912202	-0.301194211912202	0.023606096358618826	0.32327512167157857	0.07302169197727722	False
0.4	0.20619047619047617	0.20380952380952375	0.301194211912202	-0.301194211912202	0.021485187116403737	0.3635913152033327	0.05909158502421458	False
0.4	0.2263095238095238	0.18369047619047613	0.301194211912202	-0.301194211912202	0.019364277874188644	0.4040237759613656	0.04792856021433831	False
0.4	0.24642857142857139	0.16357142857142853	0.301194211912202	-0.301194211912202	0.01724336863197356	0.4445258882626736	0.03879047112276243	False
0.4	0.26654761904761903	0.1434523809523809	0.301194211912202	-0.301194211912202	0.015122459389758468	0.4850633369835424	0.03117625727765847	False
0.4	0.2866666666666666	0.1233333333333333	0.301194211912202	-0.301194211912202	0.013001550147543383	0.5256107202753384	0.024736082515083767	False
0.4	0.3067857142857143	0.10321428571428565	0.301194211912202	-0.301194211912202	0.010880640905328292	0.5661492176490285	0.0192186804576201	False
0.4	0.32690476190476186	0.08309523809523806	0.301194211912202	-0.301194211912202	0.008759731663113205	0.6066649443412278	0.014439159118754293	False
0.4	0.34702380952380946	0.06297619047619046	0.301194211912202	-0.301194211912202	0.0066388224208981175	0.6471477647032196	0.010258588197307095	False
