lambda_max	omega	complex_pair	slope	n_periods	estimator	period_measured	period_predicted	grew	ratio_max	ratio_end	escaped	horizon_short	t_end	t_last	eq_residual	j_eq	n_fit	name	tested	is_cross	group	tr_J_at_fold	j_crit	j_at_first_cross	tr_max
0.0009170455561721	0.0059342808675233	True	0.0009147638812838	7.561428599339692	peak	530.0662582822852	529.3973648572766	True	9986.382037551974	9986.382037551974	True	True	20000.0	8006.000750093761	4.3909561628613245e-18	0.0514636886907991	3203	draw1418	True	True	terminal	0.0033043167015803	0.0514695330420682	0.0514636886907991	0.0018340911123442
0.0060211007434561	0.0113526395671772	True	0.0058398593649946	2.017252156519565	peak	273.99491804008665	276.7279481569006	True	9521.484644950917	9521.484644950917	True	False	4427.6471705104095	1116.4601003774842	5.606772901641314e-18	0.1361711467364539	2018	draw1432	True	True	terminal	0.0123934704589638	0.1361731115580693	0.1356470038683767	0.0120422014869123
2.935321948538233	0.0	False	2.95505516703678	inf	late_half			True	9823.726473284813	9823.726473284813	True	False	8.51695331493358	3.1868035093881995	1.354353495283309e-16	0.9671353910187112	2994	draw1438	True	True	terminal	2.960097761636998	0.967159424853468	0.832796139709876	2.9435016413936337
0.0086247034329898	0.1457234751124006	True	0.0086236258810308	23.843451810023577	peak	21.56140747771434	21.55859000182773	True	9918.977021991088	9918.977021991088	True	False	2898.6503935165915	1028.0624036012714	2.4665667556627966e-17	0.0567751531827606	2838	draw1453	True	True	window	-0.7975914881501436	0.1272105796911057	0.0501770229132231	0.0172494068659797
0.0065419681507483	0.0473968088987621	True	0.0065438764408934	8.778946548717077	peak	66.40651462255497	66.28278836873007	True	9619.19455364523	9619.19455364523	True	False	3821.479931408759	1163.7861123780144	2.188622903238735e-17	0.0130411810643542	2437	draw1505	True	True	window	-0.0073630476574827	0.0137230450668234	0.0119120902337046	0.0130839363014966
0.0172106049610751	0.0526351718455436	True	0.0172048187774703	4.169782362241744	peak	59.74534503679786	59.68618593682389	True	9800.201720133407	9800.201720133407	True	False	1452.5927506059152	497.75681077769895	1.1442729329963768e-17	0.0559463853686959	2742	draw1532	True	True	window	-0.0299375775295375	0.0649258797150334	0.0476333439657638	0.0344212099221503
2.40746361547002	0.0	False	2.443119309640047	inf	late_half			True	9982.906336634607	9982.906336634607	True	False	10.38437293064516	4.108831144579564	5.765087503997062e-17	0.1058848958292736	3166	draw1552	True	True	window	-1.8261084825161225	0.3342567557030118	0.0920011261106137	2.608949014468866
0.5197829446785428	0.0	False	0.5267041165897651	inf	late_half			True	9956.412619579509	9956.412619579509	True	False	48.09699944168258	18.429466594418937	1.1219889832896616e-17	0.236734969773645	3066	draw1570	True	True	terminal	0.5516773298312903	0.2367706843127586	0.2302755354428023	0.531259602733024
0.0024687998862241	0.0057768350945327	True	0.0024687562915855	3.241557462629835	peak	544.3608440067301	543.8259188951129	True	9844.285800437405	9844.285800437405	True	False	10126.377653976358	3525.685931531961	1.5937897764349785e-18	0.0150403026258412	2786	draw1571	True	True	window	-0.0144153829674308	0.0173723068844719	0.0144236798320734	0.0049375997724483
0.4154282314173644	0.6339451715196511	True	0.4153059236945601	2.116264533066633	peak	4.956241553560942	4.955622023366748	True	9837.586556471511	9837.586556471511	True	False	79.28995237386796	20.97481425466991	2.0812906495846584e-17	0.1585264799182476	2117	draw1691	True	True	window	-0.8482567455832155	0.2282754013222024	0.1144503806814261	0.8308564628347289
1.1653495148959268	1.7533789622658822	True	1.1646170627303234	2.102262782847856	peak	1.7919602489724429	1.7917362539413213	True	9731.47556366546	9731.47556366546	True	False	28.66778006306114	7.53340088668015	1.5923698912245459e-16	1.1156465344884194	2103	draw1743	True	True	terminal	0.5636508676907228	1.3127041755719202	0.8188970091265493	2.3306990297918526
0.0179090460180085	0.048528000098627	True	0.017923827835622	3.627087918410137	peak	64.74493051313482	64.73773176732823	True	9974.925990672014	9974.925990672014	True	False	1395.9425853761877	469.6188895171047	3.3574244553618727e-18	0.0230107734753641	2692	draw1762	True	True	window	-0.2663914046137466	0.0324574097143975	0.0225413452413393	0.0358180920360171
0.0005557004241344	0.0029081162646267	True	0.0005560929814606	7.588070889832823	peak	1080.1350168771096	1080.2844067147366	True	9938.169920730008	9938.169920730008	True	True	20000.0	16394.54931866483	6.735782730535327e-19	0.0275711572600186	6558	draw1790	True	True	window	-0.0677200062318622	0.0339941961247734	0.0275078382941955	0.0011114008482689
0.5646129427391602	1.704041599300502	True	0.5644692696379014	4.13144748087811	peak	1.8433071855166565	1.8436126529301848	True	9563.811293411987	9563.811293411987	True	False	44.278120651494696	15.233577701326842	2.4803283882828053e-16	1.5794075429776906	2753	draw1812	True	True	window	-0.7079156325693705	1.7576100873284286	1.358511976289591	1.12922588547832
0.0088501990768253	0.0297042339246006	True	0.0088437410982507	4.163764989665245	peak	105.58991988366074	105.76245331100668	True	9740.005327175497	9740.005327175497	True	False	2824.795214546496	880.7400006349494	9.454682060403482e-18	0.0170796164673319	2495	draw1822	True	True	terminal	0.0101516428430965	0.0172863307506654	0.0159984470678101	0.0177003981536506
0.2074407017277654	0.0	False	0.2085709926103107	inf	late_half			True	9881.22804989714	9881.22804989714	True	False	120.51636825259452	45.07875657104174	3.146520109660088e-17	0.1702787902344286	2993	draw1874	True	True	terminal	0.2151419678703863	0.1709592257142465	0.1484107476201948	0.2171301385857993
